metadata_qid,question,metadata_question,metadata_gold_answer
4538,"{'question': 'who is the oldest golfer to win a pga tournament', 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': ['\nContext1: Phil Mickelson: Since 1975, only four players have won PGA Tour events after their 50th birthday, the age at which golfers become eligible to compete on PGA Tour Champions: Craig Stadler won in 2003 at age 50, Fred Funk won in 2007 at age 50, Davis Love III won in 2015 at age 51, and Phil Mickelson won the PGA Championship in 2021 at\nQuestion: who is the oldest golfer to win a pga tournament\nAre follow up questions needed here: No.\nSo the final answer is: Phil Mickelson'], 'decompsition_steps': [[{'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': 'Phil Mickelson'}]], 'traces_entailments': None}",who is the oldest golfer to win a pga tournament,['Sam Snead']
2774,"{'question': 'the big bang theory season 7 ep 2', 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': ['\nContext1: The Big Bang Theory (season 7): The Big Bang Theory is an American comedy television series created and executively produced  Main article: The Big Bang Theory (season 7)\nQuestion: the big bang theory season 7 ep 2\nAre follow up questions needed here: No.\nSo the final answer is: The Deception Verification'], 'decompsition_steps': [[{'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': 'The Deception Verification'}]], 'traces_entailments': None}",the big bang theory season 7 ep 2,"[""`` The Deception Verification ''""]"
1850,"{'question': '2014 kia soul front or rear wheel drive', 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': ['\nContext1: Kia Soul: Despite its SUV-like styling, the Soul was never available with all-wheel drive, instead it is exclusively a front-wheel drive vehicle.\nQuestion: 2014 kia soul front or rear wheel drive\nAre follow up questions needed here: No.\nSo the final answer is: front wheel drive'], 'decompsition_steps': [[{'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': 'front wheel drive'}]], 'traces_entailments': None}",2014 kia soul front or rear wheel drive,['front - wheel - drive']
7387,"{'question': 'when does luke cage season 2 come to netflix', 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': ['\nContext1: June 22, 2018: Release. The second season of Luke Cage was released on June 22, 2018, on the streaming service Netflix worldwide, in Ultra HD 4K and high dynamic range.\nQuestion: when does luke cage season 2 come to netflix\nAre follow up questions needed here: No.\nSo the final answer is: June 22, 2018'], 'decompsition_steps': [[{'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': 'June 22, 2018'}]], 'traces_entailments': None}",when does luke cage season 2 come to netflix,"['June 22 , 2018']"
7726,"{'question': 'when do piper and leo have a baby', 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': ['\nContext1: Piper Halliwell: Piper and Leo eventually marry in season three, and later have a son named Wyatt in season five. They separate again at the end of season five, and Piper starts dating other men in the subsequent season. However, Piper and Leo reconnect towards the end of season six, resulting in a second son named Chris.\nQuestion: when do piper and leo have a baby\nAre follow up questions needed here: No.\nSo the final answer is: season 5'], 'decompsition_steps': [[{'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': 'season 5'}]], 'traces_entailments': None}",when do piper and leo have a baby,['15']
4511,"{'question': 'where was three billboards outside ebbing mo filmed', 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': ['\nContext1: Three Billboards Outside Ebbing, Missouri: Principal photography began on May 2, 2016, in Sylva, North Carolina, and ran for 33 days. Allison Outdoor Advertising of Sylva built the billboards, which were put in a pasture near Black Mountain, North Carolina, 60 miles east of Sylva.\nQuestion: where was three billboards outside ebbing mo filmed\nAre follow up questions needed here: No.\nSo the final answer is: Sylva, North Carolina'], 'decompsition_steps': [[{'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': 'Sylva, North Carolina'}]], 'traces_entailments': None}",where was three billboards outside ebbing mo filmed,"['Sylva , North Carolina']"
3510,"{'question': 'how many albums has taylor swift sold overall', 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': ['\nContext1: Taylor Swift: Having sold over 200 million records globally, Swift is one of the best-selling musicians, the most-streamed female artist on Spotify, and the only act to have five albums open with over one million copies sold in the US.\nQuestion: how many albums has taylor swift sold overall\nAre follow up questions needed here: No.\nSo the final answer is: 200 million'], 'decompsition_steps': [[{'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': '200 million'}]], 'traces_entailments': None}",how many albums has taylor swift sold overall,['over 40 million albums']
6786,"{'question': 'what is the term for the regions of the plant where leaves are attached to the stem', 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': ['\nContext1: Leaf: Leaves attached to stems by stalks (known as petioles) are called petiolate, and if attached directly to the stem with no petiole they are called sessile. Ferns have fronds.\nQuestion: what is the term for the regions of the plant where leaves are attached to the stem\nAre follow up questions needed here: No.\nSo the final answer is: petioles'], 'decompsition_steps': [[{'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': 'petioles'}]], 'traces_entailments': None}",what is the term for the regions of the plant where leaves are attached to the stem,['Node']
6271,"{'question': 'who played the part of maria in west side story on broadway', 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': [""\nContext1: Cast: [['Character', 'Original Broadway 1957', 'Broadway Revival 2009'], ['Maria', 'Carol Lawrence', 'Josefina Scaglione'], ['Anita', 'Chita Rivera', 'Karen Olivo'], ['Riff', 'Michael Callan', 'Cody Green'], ['Bernardo', 'Ken LeRoy', 'George Akram']]\nQuestion: who played the part of maria in west side story on broadway\nAre follow up questions needed here: No.\nSo the final answer is: Carol Lawrence""], 'decompsition_steps': [[{'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': 'Carol Lawrence'}]], 'traces_entailments': None}",who played the part of maria in west side story on broadway,"['Carol Lawrence', 'Josie de Guzman', 'Josefina Scaglione', 'Marlys Watters']"
8523,"{'question': ""who was the first person to get a driver 's license"", 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': [""\nContext1: Driver's license: A driver's license or driving permit is a legal authorization, or the official document  The laws relating to the licensing of drivers vary between jurisdictions.\nQuestion: who was the first person to get a driver 's license\nAre follow up questions needed here: No.\nSo the final answer is: Karl Benz""], 'decompsition_steps': [[{'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': 'Karl Benz'}]], 'traces_entailments': None}",who was the first person to get a driver 's license,['Karl Benz']
8095,"{'question': 'when does dirty dancing come out in theaters', 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': [""\nContext1: Release dates: [['Country', 'Premiere'], ['United States', '21 August 1987'], ['Argentina', '24 September 1987'], ['Brazil', '25 September 1987'], ['West Germany', '8 October 1987']]\nQuestion: when does dirty dancing come out in theaters\nAre follow up questions needed here: No.\nSo the final answer is: 21 August 1987""], 'decompsition_steps': [[{'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': '21 August 1987'}]], 'traces_entailments': None}",when does dirty dancing come out in theaters,"['August 21 , 1987']"
5170,"{'question': 'what is the second longest running broadway show', 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': [""\nContext1: List: [['Rank', 'Title', 'Type'], ['1', 'The Phantom of the Opera', 'M'], ['2', 'Chicago (1996 revival)', 'M'], ['3', 'The Lion King', 'M'], ['4', 'Wicked', 'M']]\nQuestion: what is the second longest running broadway show\nAre follow up questions needed here: No.\nSo the final answer is: Chicago (1996 revival)""], 'decompsition_steps': [[{'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': 'Chicago (1996 revival)'}]], 'traces_entailments': None}",what is the second longest running broadway show,['Chicago']
7417,"{'question': 'when does the new star wars the last jedi come out', 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': [""\nContext1: December 15, 2017: [['Star Wars: The Last Jedi'], ['Distributed by', 'Walt Disney Studios Motion Pictures'], ['Release dates', 'December 9, 2017 (Shrine Auditorium) December 15, 2017 (United States)'], ['Running time', '152 minutes'], ['Country', 'United States']]\nQuestion: when does the new star wars the last jedi come out\nAre follow up questions needed here: No.\nSo the final answer is: December 15, 2017""], 'decompsition_steps': [[{'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': 'December 15, 2017'}]], 'traces_entailments': None}",when does the new star wars the last jedi come out,"['December 15 , 2017']"
5251,"{'question': 'surf excel is a product of which company', 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': [""\nContext1: Surf Excel: [['Product type', 'Laundry detergent'], ['Produced by', 'Hindustan Unilever Unilever Sri Lanka'], ['Introduced', '1996'], ['Related brands', 'OMO, Breeze, Skip'], ['Markets', 'South Asia except Nepal']]\nQuestion: surf excel is a product of which company\nAre follow up questions needed here: No.\nSo the final answer is: Hindustan Unilever""], 'decompsition_steps': [[{'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': 'Hindustan Unilever'}]], 'traces_entailments': None}",surf excel is a product of which company,['Unilever']
